date,pe,pb,div_yield
2023-11-17,21.1,3.48,1.34
2023-11-20,21.06,3.47,1.35
2023-11-21,21.14,3.49,1.38
2023-11-22,21.17,3.49,1.38
2023-11-23,21.16,3.49,1.38
2023-11-24,21.15,3.49,1.38
2023-11-28,21.26,3.51,1.37
2023-11-29,21.48,3.54,1.36
2023-11-30,21.52,3.55,1.35
2023-12-01,21.66,3.57,1.34
2023-12-04,22.11,3.65,1.32
2023-12-05,22.29,3.68,1.31
2023-12-06,22.38,3.69,1.3
2023-12-07,22.34,3.69,1.3
2023-12-08,22.41,3.7,1.3
2023-12-11,22.44,3.7,1.3
2023-12-12,22.34,3.69,1.33
2023-12-13,22.36,3.69,1.32
2023-12-14,22.63,3.73,1.31
2023-12-15,22.92,3.78,1.29
2023-12-18,22.88,3.78,1.29
2023-12-19,22.92,3.78,1.29
2023-12-20,22.6,3.73,1.31
2023-12-21,22.71,3.75,1.3
2023-12-22,22.81,3.76,1.3
2023-12-26,22.91,3.78,1.29
2023-12-27,23.14,3.82,1.28
2023-12-28,23.27,3.84,1.27
2023-12-29,23.17,3.83,1.28
2024-01-01,23.18,3.83,1.28
2024-01-02,23.1,3.81,1.28
2024-01-03,22.94,3.79,1.29
2024-01-04,23.09,3.81,1.28
2024-01-05,23.15,3.82,1.28
2024-01-08,22.94,3.79,1.29
2024-01-09,22.97,3.79,1.29
2024-01-10,23.05,3.81,1.29
2024-01-11,23.08,3.81,1.29
2024-01-12,23.34,3.85,1.27
2024-01-15,23.59,3.89,1.26
2024-01-16,23.52,3.88,1.18
2024-01-17,23.03,3.8,1.21
2024-01-18,22.64,3.78,1.21
2024-01-19,22.79,3.81,1.24
2024-01-20,22.73,3.8,1.24
2024-01-23,22.31,3.74,1.26
2024-01-24,22.39,3.78,1.25
2024-01-25,22.27,3.76,1.25
2024-01-29,22.58,3.83,1.23
2024-01-30,22.31,3.79,1.24
2024-01-31,22.46,3.83,1.23
2024-02-01,22.38,3.82,1.23
2024-02-02,22.51,3.85,1.22
2024-02-05,22.39,3.83,1.21
2024-02-06,22.66,3.86,1.21
2024-02-07,22.66,3.86,1.21
2024-02-08,22.45,3.82,1.24
2024-02-09,22.51,3.84,1.24
2024-02-12,22.38,3.81,1.25
2024-02-13,22.5,3.83,1.25
2024-02-14,22.59,3.85,1.24
2024-02-15,22.62,3.86,1.21
2024-02-16,22.76,3.88,1.22
2024-02-19,22.84,3.9,1.2
2024-02-20,22.92,3.91,1.21
2024-02-21,22.77,3.88,1.23
2024-02-22,22.94,3.91,1.22
2024-02-23,22.93,3.91,1.22
2024-02-26,22.84,3.9,1.21
2024-02-27,22.92,3.91,1.21
2024-02-28,22.66,3.87,1.22
2024-02-29,22.7,3.87,1.22
2024-03-01,23.06,3.93,1.2
2024-03-02,23.1,3.94,1.2
2024-03-04,23.13,3.95,1.2
2024-03-05,23.08,3.94,1.2
2024-03-06,23.2,3.96,1.19
2024-03-07,23.22,3.96,1.19
2024-03-11,23.06,3.93,1.2
2024-03-12,23.06,3.93,1.2
2024-03-13,22.71,3.87,1.22
2024-03-14,22.86,3.9,1.21
2024-03-15,22.74,3.88,1.22
2024-03-18,22.77,3.88,1.22
2024-03-19,22.52,3.84,1.23
2024-03-20,22.55,3.85,1.23
2024-03-21,22.73,3.88,1.22
2024-03-22,22.81,3.89,1.21
2024-03-26,22.72,3.87,1.22
2024-03-27,22.84,3.9,1.21
2024-03-28,22.88,3.94,1.2
2024-04-01,23.02,3.96,1.2
2024-04-02,23.01,3.96,1.2
2024-04-03,22.99,3.96,1.2
2024-04-04,23.07,3.97,1.19
2024-04-05,23.07,3.97,1.19
2024-04-08,23.23,4.0,1.18
2024-04-09,23.2,3.99,1.19
2024-04-10,23.32,4.01,1.18
2024-04-12,23.08,3.95,1.19
2024-04-15,22.82,3.91,1.2
2024-04-16,22.68,3.88,1.2
2024-04-18,22.53,3.86,1.21
2024-04-19,22.68,3.88,1.2
2024-04-22,22.78,3.92,1.19
2024-04-23,22.54,3.92,1.19
2024-04-24,22.58,3.93,1.19
2024-04-25,22.75,3.96,1.18
2024-04-26,22.0,3.93,1.19
2024-04-29,22.2,3.97,1.15
2024-04-30,22.0,3.96,1.16
2024-05-02,22.03,3.97,1.15
2024-05-03,21.87,3.94,1.16
2024-05-06,21.77,3.94,1.16
2024-05-07,21.61,3.91,1.19
2024-05-08,21.61,3.91,1.19
2024-05-09,21.26,3.85,1.21
2024-05-10,21.33,3.87,1.36
2024-05-13,21.35,3.88,1.35
2024-05-14,21.19,3.9,1.35
2024-05-15,21.17,3.89,1.35
2024-05-16,21.41,3.93,1.26
2024-05-17,21.47,3.94,1.25
2024-05-18,21.5,3.95,1.25
2024-05-21,21.52,3.95,1.24
2024-05-22,21.55,3.96,1.29
2024-05-23,21.9,4.03,1.27
2024-05-24,21.88,4.03,1.28
2024-05-27,21.85,4.02,1.28
2024-05-28,21.74,4.01,1.28
2024-05-29,21.57,3.98,1.29
2024-05-30,21.36,3.94,1.22
2024-05-31,21.4,3.95,1.28
2024-06-03,22.13,4.08,1.17
2024-06-04,20.81,3.84,1.31
2024-06-05,21.51,3.97,1.26
2024-06-06,21.71,4.0,1.25
2024-06-07,22.15,4.08,1.23
2024-06-10,22.12,4.08,1.22
2024-06-11,22.13,4.08,1.24
2024-06-12,22.18,4.09,1.24
2024-06-13,22.25,4.06,1.24
2024-06-14,22.32,4.07,1.27
2024-06-18,22.4,4.08,1.23
2024-06-19,22.36,4.08,1.22
2024-06-20,22.41,4.05,1.25
2024-06-21,22.34,4.04,1.29
2024-06-24,22.38,4.05,1.26
2024-06-25,22.55,4.08,1.25
2024-06-26,22.69,4.1,1.24
2024-06-27,22.86,4.13,1.24
2024-06-28,22.85,4.14,1.25
2024-07-01,22.97,4.16,1.22
2024-07-02,22.96,4.16,1.23
2024-07-03,23.11,4.18,1.22
2024-07-04,23.13,4.19,1.22
2024-07-05,23.15,4.19,1.23
2024-07-08,23.14,4.19,1.23
2024-07-09,23.25,4.21,1.23
2024-07-10,23.15,4.19,1.23
2024-07-11,23.14,4.19,1.23
2024-07-12,23.32,4.22,1.23
2024-07-15,23.38,4.16,1.2
2024-07-16,23.39,4.17,1.21
2024-07-18,23.57,4.19,1.2
2024-07-19,23.31,4.16,1.24
2024-07-22,23.28,4.15,1.2
2024-07-23,23.11,4.12,1.22
2024-07-24,23.05,4.11,1.22
2024-07-25,23.03,4.11,1.22
2024-07-26,23.4,4.19,1.2
2024-07-29,23.4,4.19,1.18
2024-07-30,23.31,4.19,1.19
2024-07-31,23.4,4.21,1.19
2024-08-01,23.45,4.22,1.19
2024-08-02,23.09,4.17,1.19
2024-08-05,22.38,4.05,1.22
2024-08-06,22.3,4.04,1.23
2024-08-07,22.61,4.09,1.25
2024-08-08,22.44,4.06,1.25
2024-08-09,22.67,4.11,1.21
2024-08-12,22.65,4.1,1.24
2024-08-13,22.46,4.07,1.25
2024-08-14,22.47,4.07,1.24
2024-08-16,22.8,4.14,1.24
2024-08-19,22.83,4.14,1.26
2024-08-20,22.95,4.16,1.26
2024-08-21,23.01,4.17,1.22
2024-08-22,23.05,4.18,1.22
2024-08-23,23.06,4.18,1.23
2024-08-26,23.24,4.21,1.22
2024-08-27,23.24,4.22,1.22
2024-08-28,23.28,4.22,1.22
2024-08-29,23.37,4.24,1.21
2024-08-30,23.47,4.26,1.21
2024-09-02,23.51,4.27,1.21
2024-09-03,23.51,4.27,1.21
2024-09-04,23.43,4.26,1.21
2024-09-05,23.38,4.25,1.21
2024-09-06,23.11,4.2,1.23
2024-09-09,23.19,4.21,1.22
2024-09-10,23.29,4.15,1.22
2024-09-11,23.17,4.11,1.22
2024-09-12,23.61,4.18,1.2
2024-09-13,23.58,4.07,1.2
2024-09-16,23.61,4.07,1.2
2024-09-17,23.64,4.05,1.2
2024-09-18,23.6,4.04,1.2
2024-09-19,23.64,4.04,1.2
2024-09-20,23.98,4.08,1.18
2024-09-23,24.12,3.83,1.17
2024-09-24,24.12,3.83,1.17
2024-09-25,24.18,3.84,1.17
2024-09-26,24.38,3.87,1.16
2024-09-27,24.34,3.87,1.16
2024-09-30,24.26,3.87,1.16
2024-10-01,24.25,3.86,1.16
2024-10-03,23.74,3.78,1.19
2024-10-04,23.52,3.75,1.2
2024-10-07,23.31,3.71,1.21
2024-10-08,23.51,3.75,1.2
2024-10-09,23.48,3.74,1.2
2024-10-10,23.5,3.74,1.2
2024-10-11,23.47,3.74,1.2
2024-10-14,23.62,3.76,1.2
2024-10-15,23.55,3.75,1.2
2024-10-16,23.47,3.74,1.2
2024-10-17,23.26,3.71,1.21
2024-10-18,23.38,3.72,1.22
2024-10-21,23.23,3.71,1.2
2024-10-22,22.83,3.67,1.23
2024-10-23,22.81,3.66,1.23
2024-10-24,22.76,3.65,1.23
2024-10-25,22.56,3.62,1.18
2024-10-28,22.74,3.65,1.18
2024-10-29,23.02,3.67,1.24
2024-10-30,22.9,3.65,1.25
2024-10-31,22.58,3.63,1.27
2024-11-01,22.68,3.64,1.26
2024-11-04,22.36,3.59,1.24
2024-11-05,22.55,3.63,1.27
2024-11-06,22.8,3.67,1.27
2024-11-07,22.55,3.62,1.29
2024-11-08,22.27,3.62,1.29
2024-11-11,22.23,3.62,1.29
2024-11-12,21.93,3.58,1.31
2024-11-13,21.68,3.53,1.33
2024-11-14,21.65,3.52,1.35
2024-11-18,21.57,3.51,1.33
2024-11-19,21.65,3.52,1.36
2024-11-21,21.49,3.5,1.31
2024-11-22,22.01,3.58,1.28
2024-11-25,22.29,3.63,1.26
2024-11-26,22.27,3.62,1.26
2024-11-27,22.34,3.63,1.26
2024-11-28,22.01,3.56,1.28
2024-11-29,22.21,3.6,1.27
2024-12-02,22.35,3.62,1.26
2024-12-03,22.51,3.64,1.25
2024-12-04,22.52,3.65,1.25
2024-12-05,22.74,3.68,1.24
2024-12-06,22.72,3.68,1.24
2024-12-09,22.66,3.67,1.24
2024-12-10,22.65,3.67,1.24
2024-12-11,22.68,3.67,1.24
2024-12-12,22.6,3.66,1.23
2024-12-13,22.8,3.69,1.22
2024-12-16,22.71,3.68,1.22
2024-12-17,22.4,3.63,1.24
2024-12-18,22.27,3.61,1.25
2024-12-19,22.05,3.57,1.26
2024-12-20,21.71,3.52,1.28
2024-12-23,21.86,3.54,1.27
2024-12-24,21.84,3.54,1.27
2024-12-26,21.86,3.54,1.27
2024-12-27,21.92,3.55,1.27
2024-12-30,21.76,3.52,1.28
2024-12-31,21.79,3.53,1.27
2025-01-01,21.88,3.54,1.27
2025-01-02,22.29,3.61,1.25
2025-01-03,22.12,3.58,1.26
2025-01-06,21.76,3.52,1.28
2025-01-07,21.84,3.54,1.27
2025-01-08,21.83,3.53,1.27
2025-01-09,21.68,3.51,1.28
2025-01-10,21.59,3.49,1.28
2025-01-13,21.25,3.44,1.3
2025-01-14,21.34,3.46,1.3
2025-01-15,21.37,3.46,1.3
2025-01-16,21.46,3.48,1.29
2025-01-17,21.36,3.46,1.39
2025-01-20,21.4,3.48,1.34
2025-01-21,21.07,3.43,1.36
2025-01-22,21.19,3.45,1.35
2025-01-23,21.24,3.46,1.35
2025-01-24,21.09,3.44,1.35
2025-01-27,20.85,3.4,1.37
2025-01-28,20.85,3.42,1.38
2025-01-29,21.06,3.45,1.38
2025-01-30,21.12,3.47,1.37
2025-01-31,21.33,3.51,1.38
2025-02-01,21.29,3.5,1.38
2025-02-03,21.22,3.48,1.39
2025-02-04,21.56,3.54,1.37
2025-02-05,21.52,3.53,1.37
2025-02-06,21.45,3.52,1.38
2025-02-07,21.41,3.51,1.41
2025-02-10,20.82,3.48,1.36
2025-02-11,20.53,3.43,1.38
2025-02-12,20.52,3.43,1.45
2025-02-13,20.51,3.43,1.45
2025-02-14,20.42,3.41,1.46
2025-02-17,20.44,3.42,1.42
2025-02-18,20.4,3.42,1.42
2025-02-19,20.38,3.41,1.42
2025-02-20,20.37,3.41,1.41
2025-02-21,20.26,3.39,1.41
2025-02-24,20.05,3.36,1.42
2025-02-25,20.04,3.36,1.42
2025-02-27,20.04,3.36,1.42
2025-02-28,19.67,3.29,1.45
2025-03-03,19.66,3.29,1.45
2025-03-04,19.63,3.29,1.45
2025-03-05,19.86,3.33,1.44
2025-03-06,20.04,3.36,1.42
2025-03-07,20.05,3.36,1.42
2025-03-10,19.96,3.34,1.43
2025-03-11,20.0,3.35,1.43
2025-03-12,19.97,3.34,1.43
2025-03-13,19.91,3.33,1.44
2025-03-17,20.01,3.35,1.43
2025-03-18,20.3,3.4,1.41
2025-03-19,20.36,3.41,1.41
2025-03-20,20.61,3.45,1.39
2025-03-21,20.76,3.48,1.38
2025-03-24,21.03,3.52,1.36
2025-03-25,21.04,3.52,1.36
2025-03-26,20.88,3.5,1.37
2025-03-27,20.97,3.51,1.36
2025-03-28,21.37,3.48,1.32
2025-04-01,21.05,3.43,1.34
2025-04-02,21.2,3.45,1.33
2025-04-03,21.13,3.44,1.33
2025-04-04,20.82,3.39,1.35
2025-04-07,20.14,3.28,1.4
2025-04-08,20.48,3.33,1.37
2025-04-09,20.36,3.31,1.38
2025-04-11,20.75,3.38,1.36
2025-04-15,21.2,3.45,1.33
2025-04-16,21.3,3.47,1.32
2025-04-17,21.68,3.53,1.3
2025-04-21,21.93,3.57,1.28
2025-04-22,21.97,3.57,1.28
2025-04-23,21.99,3.6,1.27
2025-04-24,21.91,3.59,1.28
2025-04-25,21.72,3.56,1.29
2025-04-28,21.97,3.6,1.29
2025-04-29,21.94,3.6,1.29
2025-04-30,21.94,3.6,1.29
2025-05-02,21.95,3.6,1.29
2025-05-05,21.99,3.62,1.28
2025-05-06,21.95,3.61,1.29
2025-05-07,21.99,3.61,1.27
2025-05-08,21.86,3.59,1.28
2025-05-09,21.62,3.55,1.29
2025-05-12,22.43,3.69,1.11
2025-05-13,22.08,3.64,1.13
2025-05-14,22.14,3.65,1.13
2025-05-15,22.43,3.71,1.11
2025-05-16,22.39,3.7,1.14
2025-05-19,22.33,3.69,1.14
2025-05-20,22.08,3.65,1.15
2025-05-21,22.19,3.67,1.15
2025-05-22,22.01,3.64,1.11
2025-05-23,22.4,3.68,1.1
2025-05-26,22.58,3.7,1.09
2025-05-27,22.38,3.67,1.1
2025-05-28,22.32,3.66,1.16
2025-05-29,22.39,3.63,1.17
2025-05-30,22.32,3.62,1.25
2025-06-02,22.29,3.62,1.16
2025-06-03,22.07,3.59,1.21
2025-06-04,22.14,3.6,1.18
2025-06-05,22.25,3.62,1.17
2025-06-06,22.47,3.65,1.19
2025-06-09,22.56,3.66,1.18
2025-06-10,22.57,3.66,1.19
2025-06-11,22.6,3.66,1.17
2025-06-12,22.37,3.62,1.18
2025-06-13,22.22,3.6,1.19
2025-06-16,22.42,3.63,1.15
2025-06-17,22.34,3.62,1.16
2025-06-18,22.3,3.61,1.16
2025-06-19,22.29,3.61,1.16
2025-06-20,22.57,3.65,1.14
2025-06-23,22.44,3.63,1.13
2025-06-24,22.51,3.64,1.12
2025-06-25,22.69,3.67,1.11
2025-06-26,22.96,3.72,1.1
2025-06-27,23.04,3.73,1.25
2025-06-30,22.97,3.7,1.24
2025-07-01,22.99,3.7,1.24
2025-07-02,22.91,3.69,1.24
2025-07-03,22.87,3.68,1.25
2025-07-04,22.92,3.69,1.28
2025-07-07,22.92,3.65,1.27
2025-07-08,22.97,3.66,1.28
2025-07-09,22.93,3.66,1.27
2025-07-10,22.82,3.61,1.28
2025-07-11,22.64,3.58,1.3
2025-07-14,22.57,3.57,1.29
2025-07-15,22.67,3.58,1.29
2025-07-16,22.68,3.59,1.29
2025-07-17,22.59,3.57,1.29
2025-07-18,22.46,3.48,1.35
2025-07-21,22.58,3.47,1.32
2025-07-22,22.15,3.47,1.32
2025-07-23,22.29,3.48,1.3
2025-07-24,22.15,3.46,1.31
2025-07-25,21.93,3.43,1.37
2025-07-28,21.78,3.41,1.39
2025-07-29,21.97,3.43,1.38
2025-07-30,22.05,3.41,1.37
2025-07-31,21.93,3.38,1.38
2025-08-01,21.7,3.35,1.41
2025-08-04,21.89,3.37,1.38
2025-08-05,21.82,3.36,1.38
2025-08-06,21.75,3.35,1.4
2025-08-07,21.71,3.35,1.35
2025-08-08,21.48,3.32,1.37
2025-08-11,21.67,3.33,1.36
2025-08-12,21.56,3.26,1.37
2025-08-13,21.68,3.27,1.37
2025-08-14,21.66,3.34,1.4
2025-08-18,21.86,3.35,1.36
2025-08-19,21.95,3.36,1.33
2025-08-20,22.0,3.37,1.33
2025-08-21,22.03,3.37,1.34
2025-08-22,21.85,3.34,1.35
2025-08-25,21.93,3.34,1.34
2025-08-26,21.71,3.31,1.35
2025-08-28,21.52,3.28,1.36
2025-08-29,21.46,3.27,1.37
2025-09-01,21.63,3.29,1.36
2025-09-02,21.59,3.29,1.36
2025-09-03,21.71,3.31,1.35
2025-09-04,21.73,3.3,1.37
2025-09-05,21.73,3.3,1.37
2025-09-08,21.76,3.31,1.37
2025-09-09,21.85,3.32,1.36
2025-09-10,21.94,3.33,1.36
2025-09-11,21.97,3.34,1.35
2025-09-12,22.06,3.35,1.35
2025-09-15,22.02,3.34,1.35
2025-09-16,22.17,3.37,1.34
2025-09-17,22.25,3.38,1.34
2025-09-18,22.33,3.39,1.33
2025-09-19,22.25,3.38,1.34
2025-09-22,22.14,3.36,1.34
2025-09-23,22.11,3.36,1.34
2025-09-24,22.01,3.34,1.35
2025-09-25,21.86,3.32,1.36
2025-09-26,21.66,3.29,1.37
2025-09-29,21.64,3.29,1.37
2025-09-30,21.76,3.37,1.35
2025-10-01,21.96,3.4,1.34
2025-10-03,22.01,3.4,1.33
2025-10-06,22.18,3.43,1.32
2025-10-07,22.2,3.43,1.32
2025-10-08,22.15,3.43,1.33
2025-10-09,22.27,3.44,1.32
2025-10-10,22.36,3.46,1.31
2025-10-13,22.31,3.45,1.32
2025-10-14,22.23,3.44,1.32
2025-10-15,22.39,3.46,1.32
2025-10-16,22.7,3.5,1.31
2025-10-17,22.78,3.52,1.31
2025-10-20,22.72,3.53,1.3
2025-10-21,22.74,3.54,1.3
2025-10-23,22.76,3.54,1.29
2025-10-24,22.67,3.53,1.3
2025-10-27,22.84,3.55,1.36
2025-10-28,22.82,3.55,1.36
2025-10-29,22.92,3.56,1.29
2025-10-30,22.77,3.54,1.3
2025-10-31,22.64,3.52,1.29
2025-11-03,22.67,3.52,1.29
2025-11-04,22.51,3.5,1.31
2025-11-06,22.29,3.49,1.27
2025-11-07,22.28,3.49,1.29
2025-11-10,22.31,3.5,1.31
2025-11-11,22.4,3.51,1.3
2025-11-12,22.52,3.54,1.29
2025-11-13,22.51,3.54,1.29
2025-11-14,22.53,3.54,1.29
2025-11-17,22.49,3.54,1.31
2025-11-18,22.33,3.52,1.32
2025-11-19,22.45,3.54,1.29
2025-11-20,22.8,3.56,1.28
2025-11-21,22.7,3.54,1.29
2025-11-24,22.6,3.53,1.29
2025-11-25,22.54,3.52,1.3
2025-11-26,22.82,3.56,1.28
2025-11-27,22.82,3.56,1.28
2025-11-28,22.81,3.56,1.28
2025-12-01,22.79,3.56,1.28
2025-12-02,22.66,3.54,1.29
2025-12-03,22.62,3.53,1.29
